# freqs(eV) eps1 eps2
4.612163806007726352e-01 2.882947999999999844e+00 5.433600000000000235e-02
4.624550072103681964e-01 2.882947999999999844e+00 5.433600000000000235e-02
4.637003045594274564e-01 2.882947999999999844e+00 5.433600000000000235e-02
4.649348911879840340e-01 2.882978999999999736e+00 5.093999999999999917e-02
4.661760694581880693e-01 2.883007999999999793e+00 4.754400000000000293e-02
4.674238923019782277e-01 2.882978999999999736e+00 5.093999999999999917e-02
4.686606971578140546e-01 2.882978999999999736e+00 5.093999999999999917e-02
4.699040645559966478e-01 2.882978999999999736e+00 5.093999999999999917e-02
4.711361431566336022e-01 2.886405000000000332e+00 4.757200000000000317e-02
4.723746997108230206e-01 2.886432000000000109e+00 4.417399999999999799e-02
4.736197854423551123e-01 2.886432000000000109e+00 4.417399999999999799e-02
4.748532647763297754e-01 2.889830999999999595e+00 4.419999999999999624e-02
4.760931857503252762e-01 2.889830999999999595e+00 4.419999999999999624e-02
4.773395989570328735e-01 2.893257000000000190e+00 4.082399999999999918e-02
4.785740820361281123e-01 2.893257000000000190e+00 4.082399999999999918e-02
4.798149668463611017e-01 2.896659999999999791e+00 4.084800000000000236e-02
4.810623033139320714e-01 2.896659999999999791e+00 4.084800000000000236e-02
4.822973798307843007e-01 2.900040000000000173e+00 4.427799999999999792e-02
4.835388145279034267e-01 2.900040000000000173e+00 4.427799999999999792e-02
4.847866566299108837e-01 2.900065000000000115e+00 4.087200000000000555e-02
4.860219029129741464e-01 2.903471999999999831e+00 4.089600000000000180e-02
4.872634601418734390e-01 2.903471999999999831e+00 4.089600000000000180e-02
4.884921296761345344e-01 2.903446999999999889e+00 4.430399999999999616e-02
4.897463557951481916e-01 2.906856000000000328e+00 4.433000000000000135e-02
4.909681520338166072e-01 2.906881000000000270e+00 4.092000000000000498e-02
4.922155997979265618e-01 2.910291999999999657e+00 4.094400000000000123e-02
4.934497629272455721e-01 2.910291999999999657e+00 4.094400000000000123e-02
4.946901306032785994e-01 2.913680000000000270e+00 4.438199999999999784e-02
4.959367497323988738e-01 2.910239999999999938e+00 4.776799999999999796e-02
4.979284635867458064e-01 2.913680000000000270e+00 4.438199999999999784e-02
