# freq(eV) epsO1 epsO2 epsE1 epsE2
1.527372398329175596e+00 2.666919267198970545e+00 1.669944278981443819e+00 3.269667767325857621e+00 3.153029135345192024e+00
1.531617364545785787e+00 2.667434364463761920e+00 1.670131587077731794e+00 3.294000501555085059e+00 3.174459699847465011e+00
1.535862330762395755e+00 2.667949920297641331e+00 1.670319061926414994e+00 3.291319109324560621e+00 3.195890264349736221e+00
1.540107296979005946e+00 2.668464711602178685e+00 1.670499963808556032e+00 3.288634040260855151e+00 3.217350215306462147e+00
1.544352263195615915e+00 2.668979817454357306e+00 1.670683569983402394e+00 3.285950008223770702e+00 3.238804563407908343e+00
1.548597229412226106e+00 2.669495373288235385e+00 1.670871044832085595e+00 3.283268615993246708e+00 3.260241985690822020e+00
1.552842195628836297e+00 2.670010156005386381e+00 1.671051872885005229e+00 3.280587223762722271e+00 3.281673007011491894e+00
1.557087161845446488e+00 2.670524899940313723e+00 1.671235418160114117e+00 3.277905831532197833e+00 3.303103571513764880e+00
1.561332128062056679e+00 2.671039643875241509e+00 1.671422597772814989e+00 3.275224248866785981e+00 3.324505080365962151e+00
1.565577094278666870e+00 2.671555167601667780e+00 1.671565045709545672e+00 3.272531648936508830e+00 3.344225627304291848e+00
1.569822060495277061e+00 2.670909200242351567e+00 1.670822204961003754e+00 3.269845338200882967e+00 3.363897510820643255e+00
1.574067026711887030e+00 2.668937129322824120e+00 1.669070738585016533e+00 3.267163945970358974e+00 3.383531336795044364e+00
1.578311992928497220e+00 2.666285875112822445e+00 1.667323091239214516e+00 3.264482553739834536e+00 3.403165162769446805e+00
1.582556959145107189e+00 2.663613175341664974e+00 1.665573679848790123e+00 3.261801161509310099e+00 3.422798988743848358e+00
1.586801925361717380e+00 2.660939180874509091e+00 1.663822213472803346e+00 3.259118959843962049e+00 3.442438741602907193e+00
1.591046891578327571e+00 2.658271748441334292e+00 1.662070747096816126e+00 3.256433228791058010e+00 3.462104337522252440e+00
1.595291857794937762e+00 2.655599143347042279e+00 1.660317938892312828e+00 3.253750668177995742e+00 3.481746718686441255e+00
1.599536824011547953e+00 2.652920931222997769e+00 1.658563709951063503e+00 3.251069275947471304e+00 3.501380544660842808e+00
1.603781790228158144e+00 2.650253536533802912e+00 1.656818854725119250e+00 3.248387883716946867e+00 3.521014370635244806e+00
